text,entities,type
The Location Surveillance Records showed that Arjun Patel had contacted DM Trading Services.,"[[46, 57, ""PERSON""], [72, 91, ""ORG""]]",contrastive_negative
Mohammed Arif Khan met an employee of Apex Distributors near Vashi Sector 17.,"[[0, 18, ""PERSON""], [38, 55, ""ORG""], [61, 76, ""LOC""]]",multi_entity
Investigators traced the shipment from Kochi to Eastern Express Highway.,"[[39, 44, ""GPE""], [48, 71, ""LOC""]]",multi_entity
The seizure memo mentioned Karan Sethi.,"[[27, 38, ""PERSON""]]",hard_negative
Ravi Deshmukh appeared in the incident report.,"[[0, 13, ""PERSON""]]",hard_negative
The Location Surveillance Record was reviewed by the investigating officer.,[],hard_negative
The consignment was moved through Chennai.,"[[34, 41, ""GPE""]]",location_context
Mohammed Arif Khan was observed outside City Cargo Services in Nagpur.,"[[0, 18, ""PERSON""], [40, 59, ""ORG""], [63, 69, ""GPE""]]",multi_entity
Police located Md. Arif Khan near Bandra Kurla Complex.,"[[15, 28, ""PERSON""], [34, 54, ""LOC""]]",multi_entity
Dev Malhotra transferred money to Maharashtra State Bank from Pune.,"[[0, 12, ""PERSON""], [34, 56, ""ORG""], [62, 66, ""GPE""]]",multi_entity
Funds moved from an account linked to Mohammed Arif Khan into DM Trading Services.,"[[38, 56, ""PERSON""], [62, 81, ""ORG""]]",multi_entity
Western Freight Solutions was named in the forensic report reviewed by investigators.,"[[0, 25, ""ORG""]]",contrastive_negative
Rajiv Bansal appeared in the bank records.,"[[0, 12, ""PERSON""]]",hard_negative
"The CCTV record mentioned Karan Sethi, Md. Arif Khan, and Metro Logistics Pvt Ltd.","[[26, 37, ""PERSON""], [39, 52, ""PERSON""], [58, 81, ""ORG""]]",complex
Police located Vikram Joshi near Thane Creek.,"[[15, 27, ""PERSON""], [33, 44, ""LOC""]]",multi_entity
Ananya Sharma transferred money to National Freight Corporation from Thane.,"[[0, 13, ""PERSON""], [35, 63, ""ORG""], [69, 74, ""GPE""]]",multi_entity
Suresh Iyer transferred money to KS Electronics from Bengaluru.,"[[0, 11, ""PERSON""], [33, 47, ""ORG""], [53, 62, ""GPE""]]",multi_entity
"The mobile extraction report mentioned S. Iyer, Ayesha Khan, and BlueLine Transport.","[[39, 46, ""PERSON""], [48, 59, ""PERSON""], [65, 83, ""ORG""]]",complex
Investigators compared the FIR with records from Prime Warehousing.,"[[49, 66, ""ORG""]]",contrastive_negative
Imran Sheikh was observed outside Maharashtra State Bank in Chennai.,"[[0, 12, ""PERSON""], [34, 56, ""ORG""], [60, 67, ""GPE""]]",multi_entity
"The mobile extraction report mentioned M. A. Khan, Imran Sheikh, and Western Freight Solutions.","[[39, 49, ""PERSON""], [51, 63, ""PERSON""], [69, 94, ""ORG""]]",complex
The forensic report showed that Suresh Iyer had contacted Western Freight Solutions.,"[[32, 43, ""PERSON""], [58, 83, ""ORG""]]",contrastive_negative
"Mohit Chawla transferred funds to KS Electronics, while Suresh Iyer contacted Shakti Traders.","[[0, 12, ""PERSON""], [34, 48, ""ORG""], [56, 67, ""PERSON""], [78, 92, ""ORG""]]",complex
The mobile extraction report was reviewed by the investigating officer.,[],hard_negative
"Mohammed Arif Khan transferred funds to Apex Distributors, while M. A. Khan contacted Metro Logistics Pvt Ltd.","[[0, 18, ""PERSON""], [40, 57, ""ORG""], [65, 75, ""PERSON""], [86, 109, ""ORG""]]",complex
Rajiv Bansal worked with BlueLine Transport in Ahmedabad.,"[[0, 12, ""PERSON""], [25, 43, ""ORG""], [47, 56, ""GPE""]]",multi_entity
Apex Distributors operates a warehouse in Thane.,"[[0, 17, ""ORG""], [42, 47, ""GPE""]]",multi_entity
M. A. Khan worked with National Freight Corporation in Kochi.,"[[0, 10, ""PERSON""], [23, 51, ""ORG""], [55, 60, ""GPE""]]",multi_entity
The witness statement mentioned Md. Arif Khan.,"[[32, 45, ""PERSON""]]",hard_negative
"Ravi Deshmukh transferred funds to Western Freight Solutions, while Ananya Sharma contacted Apex Distributors.","[[0, 13, ""PERSON""], [35, 60, ""ORG""], [68, 81, ""PERSON""], [92, 109, ""ORG""]]",complex
Neeraj Shah transferred money to Prime Warehousing from Nagpur.,"[[0, 11, ""PERSON""], [33, 50, ""ORG""], [56, 62, ""GPE""]]",multi_entity
Mohit Chawla appeared in the CCTV footage.,"[[0, 12, ""PERSON""]]",hard_negative
No useful information was found in the surveillance records.,[],hard_negative
Sameer Khan was observed outside Maharashtra State Bank in Indore.,"[[0, 11, ""PERSON""], [33, 55, ""ORG""], [59, 65, ""GPE""]]",multi_entity
Priya Nair was seen entering Sector 19 Storage Depot.,"[[0, 10, ""PERSON""], [29, 52, ""FAC""]]",facility_context
"Sameer Khan transferred funds to Shakti Traders, while Suresh Iyer contacted Prime Warehousing.","[[0, 11, ""PERSON""], [33, 47, ""ORG""], [55, 66, ""PERSON""], [77, 94, ""ORG""]]",complex
The forensic report was linked to an incident in Navi Mumbai.,"[[49, 60, ""GPE""]]",hard_negative
Prime Warehousing rented space at Andheri Commercial Complex.,"[[0, 17, ""ORG""], [34, 60, ""FAC""]]",facility_context
Mohammed Arif Khan was observed outside City Cargo Services in Navi Mumbai.,"[[0, 18, ""PERSON""], [40, 59, ""ORG""], [63, 74, ""GPE""]]",multi_entity
The seizure memo contained references to Arjun Patel and Apex Distributors.,"[[41, 52, ""PERSON""], [57, 74, ""ORG""]]",contrastive_negative
Entries in the crime scene report were compared with bank transactions.,[],hard_negative
Rohan Mehta met an employee of Apex Distributors near Mumbai-Pune Expressway.,"[[0, 11, ""PERSON""], [31, 48, ""ORG""], [54, 76, ""LOC""]]",multi_entity
S. Iyer travelled from Kochi to Navi Mumbai with Priya Nair.,"[[0, 7, ""PERSON""], [23, 28, ""GPE""], [32, 43, ""GPE""], [49, 59, ""PERSON""]]",complex
Metro Logistics Pvt Ltd rented space at Sector 19 Storage Depot.,"[[0, 23, ""ORG""], [40, 63, ""FAC""]]",facility_context
Priya Nair and Imran Sheikh met representatives of Western Freight Solutions in Jaipur.,"[[0, 10, ""PERSON""], [15, 27, ""PERSON""], [51, 76, ""ORG""], [80, 86, ""GPE""]]",complex
S. Iyer appeared in the FIR record.,"[[0, 7, ""PERSON""]]",hard_negative
Vikram Joshi appeared in the bank records.,"[[0, 12, ""PERSON""]]",hard_negative
R K Sharma travelled from Lucknow to Delhi with Md. Arif Khan.,"[[0, 10, ""PERSON""], [26, 33, ""GPE""], [37, 42, ""GPE""], [48, 61, ""PERSON""]]",complex
Maharashtra State Bank submitted invoices from its Thane office.,"[[0, 22, ""ORG""], [51, 56, ""GPE""]]",multi_entity
The CCTV footage contained references to Rajiv Bansal and City Cargo Services.,"[[41, 53, ""PERSON""], [58, 77, ""ORG""]]",contrastive_negative
The Location Surveillance Records was linked to an incident in Chennai.,"[[63, 70, ""GPE""]]",hard_negative
Investigators compared the bank records with records from Prime Warehousing.,"[[58, 75, ""ORG""]]",contrastive_negative
Mohit Chawla met an employee of City Cargo Services near Eastern Express Highway.,"[[0, 12, ""PERSON""], [32, 51, ""ORG""], [57, 80, ""LOC""]]",multi_entity
"R K Sharma transferred funds to Maharashtra State Bank, while Mohit Chawla contacted Prime Warehousing.","[[0, 10, ""PERSON""], [32, 54, ""ORG""], [62, 74, ""PERSON""], [85, 102, ""ORG""]]",complex
Shakti Traders operates a warehouse in Jaipur.,"[[0, 14, ""ORG""], [39, 45, ""GPE""]]",multi_entity
The investigation report was linked to an incident in Mumbai.,"[[54, 60, ""GPE""]]",hard_negative
KS Electronics maintained an office in Hyderabad.,"[[0, 14, ""ORG""], [39, 48, ""GPE""]]",org_context
Entries in the Call Detail Records were compared with bank transactions.,[],hard_negative
Ayesha Khan appeared in the case file.,"[[0, 11, ""PERSON""]]",hard_negative
Suresh Iyer travelled from Navi Mumbai to Chennai with Karan Sethi.,"[[0, 11, ""PERSON""], [27, 38, ""GPE""], [42, 49, ""GPE""], [55, 66, ""PERSON""]]",complex
Entries in the forensic report were compared with bank transactions.,[],hard_negative
DM Trading Services rented space at Bhiwandi Distribution Hub.,"[[0, 19, ""ORG""], [36, 61, ""FAC""]]",facility_context
The team reviewed the case file before questioning Rohan Mehta.,"[[51, 62, ""PERSON""]]",hard_negative
R K Sharma worked with Apex Distributors in Bengaluru.,"[[0, 10, ""PERSON""], [23, 40, ""ORG""], [44, 53, ""GPE""]]",multi_entity
Investigators compared the station diary entry with records from Nova Components.,"[[65, 80, ""ORG""]]",contrastive_negative
The team reviewed the seizure memo before questioning Rohan Mehta.,"[[54, 65, ""PERSON""]]",hard_negative
The financial records contained references to Suresh Iyer and National Freight Corporation.,"[[46, 57, ""PERSON""], [62, 90, ""ORG""]]",contrastive_negative
Maharashtra State Bank rented space at Sector 19 Storage Depot.,"[[0, 22, ""ORG""], [39, 62, ""FAC""]]",facility_context
Arjun Patel and R K Sharma met representatives of Western Freight Solutions in Thane.,"[[0, 11, ""PERSON""], [16, 26, ""PERSON""], [50, 75, ""ORG""], [79, 84, ""GPE""]]",complex
The control room log showed that Ayesha Khan had contacted Prime Warehousing.,"[[33, 44, ""PERSON""], [59, 76, ""ORG""]]",contrastive_negative
Entries in the investigation report were compared with bank transactions.,[],hard_negative
The surveillance record contained references to Rajiv Bansal and Western Freight Solutions.,"[[48, 60, ""PERSON""], [65, 90, ""ORG""]]",contrastive_negative
Ananya Sharma appeared in the CCTV footage.,"[[0, 13, ""PERSON""]]",hard_negative
Arjun Patel transferred money to Metro Logistics Pvt Ltd from Indore.,"[[0, 11, ""PERSON""], [33, 56, ""ORG""], [62, 68, ""GPE""]]",multi_entity
The CDR records mentioned Md. Arif Khan.,"[[26, 39, ""PERSON""]]",hard_negative
The CCTV footage was linked to an incident in Indore.,"[[46, 52, ""GPE""]]",hard_negative
Mohit Chawla was seen entering Andheri Commercial Complex.,"[[0, 12, ""PERSON""], [31, 57, ""FAC""]]",facility_context
Arjun Patel appeared in the case file.,"[[0, 11, ""PERSON""]]",hard_negative
Metro Logistics Pvt Ltd submitted invoices from its Jaipur office.,"[[0, 23, ""ORG""], [52, 58, ""GPE""]]",multi_entity
Neeraj Shah appeared in the surveillance record.,"[[0, 11, ""PERSON""]]",hard_negative
Imran Sheikh worked with Maharashtra State Bank in Bengaluru.,"[[0, 12, ""PERSON""], [25, 47, ""ORG""], [51, 60, ""GPE""]]",multi_entity
Police located Ayesha Khan near Turbhe Industrial Area.,"[[15, 26, ""PERSON""], [32, 54, ""LOC""]]",multi_entity
"According to the CCTV record, Ananya Sharma visited Shakti Traders in Indore.","[[30, 43, ""PERSON""], [52, 66, ""ORG""], [70, 76, ""GPE""]]",contrastive_negative
The suspect travelled from Lucknow to Navi Mumbai.,"[[27, 34, ""GPE""], [38, 49, ""GPE""]]",location_context
Investigators collected the police report for further examination.,[],hard_negative
"According to the Call Detail Records, Ravi Deshmukh visited BlueLine Transport in Navi Mumbai.","[[38, 51, ""PERSON""], [60, 78, ""ORG""], [82, 93, ""GPE""]]",contrastive_negative
The police report contained references to Karan Sethi and Shakti Traders.,"[[42, 53, ""PERSON""], [58, 72, ""ORG""]]",contrastive_negative
"Ananya Sharma transferred funds to Western Freight Solutions, while Arjun Patel contacted Apex Distributors.","[[0, 13, ""PERSON""], [35, 60, ""ORG""], [68, 79, ""PERSON""], [90, 107, ""ORG""]]",complex
Investigators compared the seizure memo with records from Nova Components.,"[[58, 73, ""ORG""]]",contrastive_negative
Police searched Vashi Logistics Yard after receiving information.,"[[16, 36, ""FAC""]]",facility_context
The evidence log was linked to an incident in Chennai.,"[[46, 53, ""GPE""]]",hard_negative
Prime Warehousing submitted invoices from its Chennai office.,"[[0, 17, ""ORG""], [46, 53, ""GPE""]]",multi_entity
The police report showed that Arjun Patel had contacted Western Freight Solutions.,"[[30, 41, ""PERSON""], [56, 81, ""ORG""]]",contrastive_negative
The vehicle associated with Imran Sheikh was found near Bandra Kurla Complex.,"[[28, 40, ""PERSON""], [56, 76, ""LOC""]]",multi_entity
The suspect travelled from Bengaluru to Navi Mumbai.,"[[27, 36, ""GPE""], [40, 51, ""GPE""]]",location_context
The seizure memo was linked to an incident in Chennai.,"[[46, 53, ""GPE""]]",hard_negative
The CCTV footage contained references to Md. Arif Khan and Apex Distributors.,"[[41, 54, ""PERSON""], [59, 76, ""ORG""]]",contrastive_negative
DM Trading Services submitted invoices from its Nagpur office.,"[[0, 19, ""ORG""], [48, 54, ""GPE""]]",multi_entity
Shakti Traders submitted invoices from its Kochi office.,"[[0, 14, ""ORG""], [43, 48, ""GPE""]]",multi_entity
Funds moved from an account linked to Ravi Deshmukh into KS Electronics.,"[[38, 51, ""PERSON""], [57, 71, ""ORG""]]",multi_entity
"According to the surveillance records, Ravi Deshmukh visited Apex Distributors in Ahmedabad.","[[39, 52, ""PERSON""], [61, 78, ""ORG""], [82, 91, ""GPE""]]",contrastive_negative
Investigators traced the shipment from Kochi to Powai Lake Road.,"[[39, 44, ""GPE""], [48, 63, ""LOC""]]",multi_entity
The financial records was reviewed by the investigating officer.,[],hard_negative
"The control room log mentioned Vikram Joshi, Imran Sheikh, and BlueLine Transport.","[[31, 43, ""PERSON""], [45, 57, ""PERSON""], [63, 81, ""ORG""]]",complex
Funds moved from an account linked to Rohan Mehta into National Freight Corporation.,"[[38, 49, ""PERSON""], [55, 83, ""ORG""]]",multi_entity
The CCTV footage mentioned Mohammed Arif Khan.,"[[27, 45, ""PERSON""]]",hard_negative
Dev Malhotra met an employee of Shakti Traders near Bandra Kurla Complex.,"[[0, 12, ""PERSON""], [32, 46, ""ORG""], [52, 72, ""LOC""]]",multi_entity
Mohammed Arif Khan met an employee of National Freight Corporation near Powai Lake Road.,"[[0, 18, ""PERSON""], [38, 66, ""ORG""], [72, 87, ""LOC""]]",multi_entity
The witness statement contained references to Mohit Chawla and BlueLine Transport.,"[[46, 58, ""PERSON""], [63, 81, ""ORG""]]",contrastive_negative
The witness statement was linked to an incident in Bengaluru.,"[[51, 60, ""GPE""]]",hard_negative
Investigators traced the shipment from Navi Mumbai to Turbhe Industrial Area.,"[[39, 50, ""GPE""], [54, 76, ""LOC""]]",multi_entity
"The crime scene report mentioned Md. Arif Khan, S. Iyer, and Prime Warehousing.","[[33, 46, ""PERSON""], [48, 55, ""PERSON""], [61, 78, ""ORG""]]",complex
The investigation report showed that Mohammed Arif Khan had contacted Metro Logistics Pvt Ltd.,"[[37, 55, ""PERSON""], [70, 93, ""ORG""]]",contrastive_negative
KS Electronics was named in the Location Surveillance Record reviewed by investigators.,"[[0, 14, ""ORG""]]",contrastive_negative
Arjun Patel appeared in the surveillance records.,"[[0, 11, ""PERSON""]]",hard_negative
Vikram Joshi travelled from Hyderabad to Indore with Md. Arif Khan.,"[[0, 12, ""PERSON""], [28, 37, ""GPE""], [41, 47, ""GPE""], [53, 66, ""PERSON""]]",complex
Investigators compared the Case File with records from Shakti Traders.,"[[55, 69, ""ORG""]]",contrastive_negative
"According to the surveillance records, Priya Nair visited Prime Warehousing in Thane.","[[39, 49, ""PERSON""], [58, 75, ""ORG""], [79, 84, ""GPE""]]",contrastive_negative
"The Location Surveillance Records mentioned Rohan Mehta, Karan Sethi, and Shakti Traders.","[[44, 55, ""PERSON""], [57, 68, ""PERSON""], [74, 88, ""ORG""]]",complex
The control room log was reviewed by the investigating officer.,[],hard_negative
Investigators compared the witness statement with records from Western Freight Solutions.,"[[63, 88, ""ORG""]]",contrastive_negative
Prime Warehousing was named in the police report reviewed by investigators.,"[[0, 17, ""ORG""]]",contrastive_negative
"According to the CDR records, Sameer Khan visited Prime Warehousing in Ahmedabad.","[[30, 41, ""PERSON""], [50, 67, ""ORG""], [71, 80, ""GPE""]]",contrastive_negative
Nova Components operates a warehouse in Indore.,"[[0, 15, ""ORG""], [40, 46, ""GPE""]]",multi_entity
City Cargo Services operates a warehouse in Chennai.,"[[0, 19, ""ORG""], [44, 51, ""GPE""]]",multi_entity
Investigators traced the shipment from Mumbai to Thane Creek.,"[[39, 45, ""GPE""], [49, 60, ""LOC""]]",multi_entity
"According to the FIR, R K Sharma visited Maharashtra State Bank in Indore.","[[22, 32, ""PERSON""], [41, 63, ""ORG""], [67, 73, ""GPE""]]",contrastive_negative
Ayesha Khan appeared in the financial records.,"[[0, 11, ""PERSON""]]",hard_negative
The case file showed that Priya Nair had contacted KS Electronics.,"[[26, 36, ""PERSON""], [51, 65, ""ORG""]]",contrastive_negative
Prime Warehousing operates a warehouse in Kochi.,"[[0, 17, ""ORG""], [42, 47, ""GPE""]]",multi_entity
Rajiv Bansal appeared in the arrest memo.,"[[0, 12, ""PERSON""]]",hard_negative
The Location Surveillance Record was linked to an incident in Mumbai.,"[[62, 68, ""GPE""]]",hard_negative
Funds moved from an account linked to Suresh Iyer into Nova Components.,"[[38, 49, ""PERSON""], [55, 70, ""ORG""]]",multi_entity
S. Iyer met an employee of National Freight Corporation near Andheri East.,"[[0, 7, ""PERSON""], [27, 55, ""ORG""], [61, 73, ""LOC""]]",multi_entity
The team reviewed the Location Surveillance Records before questioning R K Sharma.,"[[71, 81, ""PERSON""]]",hard_negative
No useful information was found in the forensic report.,[],hard_negative
Investigators compared the mobile extraction report with records from BlueLine Transport.,"[[70, 88, ""ORG""]]",contrastive_negative
